City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,diffa,13.3154,12.6113,20.65,24,76,5.2,NE,1702245042
282,gunjur,13.2019,-16.7339,25.04,57,0,3.09,GM,1702245042
283,college,64.8569,-147.8028,-20.61,76,40,1.54,US,1702245042
284,puerto quijarro,-17.7833,-57.7667,32.54,46,98,1.52,BO,1702245042
285,nelson bay,-32.7167,152.15,25.06,72,1,2.24,AU,1702245043
286,afaahiti,-17.75,-149.2833,29.93,83,90,11.07,PF,1702245043
287,paraiso,9.8383,-83.8656,23.48,70,51,1.78,CR,1702245044
288,andergrove,-21.0833,149.1833,24.25,76,100,12.76,AU,1702245044
289,mogocha,53.7333,119.7667,-34.54,96,5,1.38,RU,1702245044
290,maracacume,-2.0428,-45.9592,24.45,90,80,1.46,BR,1702245044
291,laguna,38.421,-121.4238,16.65,57,0,3.09,US,1702245045
292,miguel ahumada,30.6167,-106.5167,11.48,17,0,0.87,MX,1702245045
293,point pedro,9.8167,80.2333,26.84,80,100,6.36,LK,1702245045
294,dampit,-8.2116,112.7493,21.84,91,91,0.6,ID,1702245046
295,bardai,11.65,7.2333,19.54,24,47,4.36,NG,1702245046
296,porto novo,6.4965,2.6036,28.9,83,3,3.07,BJ,1702245046
297,arraial do cabo,-22.9661,-42.0278,23.98,69,40,4.63,BR,1702245047
298,al kharijah,25.4514,30.5464,17.74,28,98,2.5,EG,1702245047
299,linxia chengguanzhen,35.6003,103.2064,-0.52,56,98,0.9,CN,1702245047
300,brokopondo,4.75,-55.1667,27.78,74,99,3.19,SR,1702245048
301,summerland,49.5998,-119.6691,5.6,77,75,5.14,CA,1702245048
302,kuching,1.55,110.3333,27.24,94,20,1.54,MY,1702245048
303,griffith,41.5284,-87.4237,1.73,84,100,3.6,US,1702244750
304,westport,41.1415,-73.3579,15.26,93,100,6.17,US,1702245049
305,akureyri,65.6835,-18.0878,-14.04,92,0,0.0,IS,1702245049
306,joshimath,30.5667,79.5667,6.0,23,15,3.55,IN,1702245050
307,mandera,3.9366,41.867,29.08,45,36,2.77,KE,1702245050
308,jaicos,-7.3592,-41.1378,29.49,47,51,1.61,BR,1702245050
309,zhanaozen,43.3,52.8,-3.13,87,100,7.49,KZ,1702245050
310,albertina,-22.2008,-46.6158,18.38,97,76,0.5,BR,1702245051
311,moab,38.5733,-109.5498,5.27,35,98,0.65,US,1702245051
312,taulaga,-11.0553,-171.0883,27.82,77,100,6.67,AS,1702245051
313,constantia,44.1833,28.65,0.39,85,55,4.31,RO,1702245052
314,freeport,40.6576,-73.5832,15.43,92,100,11.32,US,1702245052
315,kingston,17.997,-76.7936,29.53,62,40,11.83,JM,1702244973
316,hajin,34.6927,40.827,15.7,60,86,3.45,SY,1702245052
317,morondava,-20.2833,44.2833,27.71,74,66,2.03,MG,1702245053
318,mount pleasant,32.7941,-79.8626,21.81,96,100,4.12,US,1702245053
319,kiunga,-6.1219,141.2906,22.49,99,100,1.09,PG,1702245053
320,ghanzi,-21.5667,21.7833,19.23,85,60,5.79,BW,1702245041
321,general acha,-37.377,-64.6043,31.89,13,48,7.47,AR,1702245054
322,minas de marcona,-15.2119,-75.1103,18.46,65,81,6.13,PE,1702245054
323,gusinoozyorsk,51.2833,106.5,-26.61,98,18,0.5,RU,1702245054
324,mexico,15.0646,120.7198,24.84,86,77,1.88,PH,1702245008
325,el calafate,-50.3408,-72.2768,11.28,69,100,4.14,AR,1702245055
326,hilo,19.7297,-155.09,29.04,96,96,3.13,US,1702245055
327,sinazongwe,-17.2614,27.4618,28.52,60,100,8.64,ZM,1702245055
328,posto fiscal rolim de moura,-13.0833,-62.2667,24.33,96,87,1.85,BR,1702245055
329,mahdia,35.5047,11.0622,15.97,72,2,7.53,TN,1702244885
330,cannonvale,-20.2833,148.7,24.66,87,100,12.74,AU,1702245056
331,prado,-17.3411,-39.2208,24.86,83,0,2.22,BR,1702245056
332,salekhard,66.53,66.6019,-28.76,100,100,3.62,RU,1702245056
333,charcas,23.1333,-101.1167,13.24,73,73,3.79,MX,1702245057
334,ca mau,9.1769,105.15,23.54,96,47,2.19,VN,1702245057
335,kapustin yar,48.5831,45.7372,-6.8,70,73,5.61,RU,1702245057
336,pitimbu,-7.4706,-34.8086,27.33,68,16,2.16,BR,1702245057
337,vilyuysk,63.7553,121.6247,-29.28,97,100,3.36,RU,1702245058
338,ouro branco,-20.5208,-43.6919,18.44,97,34,2.7,BR,1702245058
339,la peca,-5.6111,-78.435,28.05,61,36,2.46,PE,1702245058
340,mujiayingzi,42.1167,118.7833,-13.56,90,100,1.66,CN,1702245058
341,abu al matamir,30.9102,30.1744,16.27,49,100,1.93,EG,1702245059
342,gongzhuling,43.5008,124.8198,-13.79,42,100,5.44,CN,1702245059
343,oroqen zizhiqi,50.5667,123.7167,-26.96,90,4,1.72,CN,1702245059
344,okhotsk,59.3833,143.3,-6.45,89,100,1.53,RU,1702244838
345,dombarovskiy,50.7587,59.5386,-18.33,66,7,1.34,RU,1702245016
346,kerikeri,-35.2268,173.9474,19.39,84,81,0.45,NZ,1702245060
347,kone,-21.0595,164.8658,27.83,45,98,3.1,NC,1702245060
348,ulladulla,-35.35,150.4667,25.43,69,100,2.47,AU,1702245060
349,vorkuta,67.5,64.0,-24.75,100,100,2.97,RU,1702245061
350,st. john's,47.5649,-52.7093,-0.12,87,40,1.79,CA,1702244828
351,chengtangcun,35.0771,117.1518,-0.37,94,100,6.59,CN,1702245061
352,orange,33.7,-117.7675,26.83,16,20,2.57,US,1702245061
353,lata,40.1629,-8.3327,15.6,94,20,1.66,PT,1702245062
354,dubbo,-32.25,148.6167,27.07,47,69,3.6,AU,1702245062
355,paracuru,-3.41,-39.0306,27.84,71,91,5.97,BR,1702245063
356,lorengau,-2.0226,147.2712,27.68,83,98,6.22,PG,1702245063
357,sitangkai,4.6628,119.3928,27.67,77,93,1.89,PH,1702245064
358,sanming,26.2486,117.6186,19.82,90,54,1.31,CN,1702245071
359,karratha,-20.7377,116.8463,25.23,19,6,7.69,AU,1702245072
360,chernomorskoye,45.5039,32.6997,6.57,87,100,0.66,UA,1702245072
361,micheweni,-4.9667,39.8333,26.98,81,73,3.51,TZ,1702245073
362,faya-largeau,17.9257,19.1043,20.98,30,2,7.65,TD,1702245074
363,tralee,52.2704,-9.7026,9.65,88,65,7.93,IE,1702244970
364,farkhar,36.5729,69.8578,8.09,15,80,1.48,AF,1702245075
365,labuan,5.2767,115.2417,26.2,94,20,0.0,MY,1702245075
366,punta del este,-34.9667,-54.95,24.06,87,20,5.14,UY,1702245075
367,wisbech,52.6662,0.1594,10.06,76,73,0.89,GB,1702245077
368,claudio,-20.4433,-44.7658,22.11,79,52,2.04,BR,1702245077
369,the pas,53.8251,-101.2541,-10.99,92,100,1.03,CA,1702245078
370,les anglais,18.3054,-74.2197,27.65,75,46,4.29,HT,1702245078
371,hami,42.8,93.45,-2.81,73,27,1.86,CN,1702245015
372,kisangani,0.5167,25.2,21.74,96,100,1.14,CD,1702245079
373,al jawf,29.5,38.75,18.65,43,100,4.03,SA,1702245079
374,hithadhoo,-0.6,73.0833,27.65,75,100,2.16,MV,1702245080
375,barreirinhas,-2.7469,-42.8264,26.04,82,99,5.03,BR,1702245081
376,isetskoye,56.4858,65.3226,-31.4,96,26,3.16,RU,1702245082
377,kampong cham,11.9934,105.4635,23.71,82,99,1.37,KH,1702245125
378,evanston,42.0411,-87.6901,1.77,75,100,4.12,US,1702245076
379,sabang,5.8933,95.3214,26.82,80,100,0.91,ID,1702245125
380,siocon,7.7061,122.1353,25.41,87,28,1.93,PH,1702245126
381,chernyshevsk,52.5243,117.0174,-35.34,100,6,0.42,RU,1702245126
382,murun-kuren,49.6342,100.1625,-21.71,95,88,0.15,MN,1702245126
383,changzhou,31.7833,119.9667,10.71,90,100,4.8,CN,1702244872
384,buka,40.8108,69.1986,2.94,60,100,2.12,UZ,1702245127
385,neryungri,56.6709,124.6491,-30.87,93,100,3.89,RU,1702245128
386,geraldton,-28.7667,114.6,21.23,21,0,5.14,AU,1702245128
387,namie,37.4833,141.0,9.84,81,100,3.06,JP,1702245129
388,berdigestyakh,62.0989,126.6992,-27.33,92,100,4.59,RU,1702245129
389,khorol,49.7837,33.2783,-0.23,98,100,3.93,UA,1702245130
390,kailua-kona,19.6406,-155.9956,27.98,71,20,4.63,US,1702245130
391,kapit,2.0167,112.9333,22.93,98,97,0.31,MY,1702245131
392,tanout,14.9709,8.8879,17.07,26,4,6.41,NE,1702245131
393,acapulco de juarez,16.8634,-99.8901,29.9,74,75,3.09,MX,1702244962
394,yatou,37.15,122.3833,5.07,70,100,9.31,CN,1702245132
395,letlhakeng,-24.0944,25.0298,19.55,77,100,3.28,BW,1702245132
396,jinghong,21.991,100.7341,16.12,94,0,1.11,CN,1702245132
397,east ballina,-28.8667,153.5833,25.44,56,86,3.65,AU,1702245133
398,kourou,5.1552,-52.6478,28.03,86,24,2.47,GF,1702245133
399,beidaihehaibin,39.8222,119.5181,-3.65,33,100,7.44,CN,1702245133
400,corinto,37.9407,22.9573,10.5,91,100,1.05,GR,1702245134
401,kaindy,42.8247,73.6759,-5.56,80,100,0.8,KG,1702245134
402,debipur,24.2333,88.6333,16.13,44,0,2.08,IN,1702245134
403,diego de almagro,-26.3667,-70.05,24.29,27,0,4.23,CL,1702245135
404,svedala,55.5079,13.2352,3.68,97,100,4.63,SE,1702244905
405,nikolayevsk-on-amure,53.1406,140.73,-21.31,79,100,5.45,RU,1702245135
406,jayapura,-2.5333,140.7,25.66,87,92,2.28,ID,1702245135
407,murzuq,25.9155,13.9184,14.28,61,80,5.0,LY,1702245136
408,dyersburg,36.0345,-89.3856,8.95,61,20,3.6,US,1702245137
409,toktogul,41.8708,72.9402,-1.69,59,99,1.87,KG,1702245137
410,hassleholm,56.1591,13.7664,2.88,98,100,4.12,SE,1702245137
411,laascaanood,8.4774,47.3597,22.1,65,4,3.89,SO,1702245138
412,luanda,-8.8368,13.2343,27.0,83,40,2.57,AO,1702245136
413,sao paulo de olivenca,-3.3783,-68.8725,27.1,88,81,0.66,BR,1702245138
414,usogorsk,63.4106,48.6872,-24.07,99,100,3.78,RU,1702245139
415,sarangani,5.4033,125.4636,27.74,76,38,3.97,PH,1702245139
416,ola,59.5833,151.2833,-5.82,79,100,8.9,RU,1702245139
417,antsiranana,-12.2787,49.2917,25.6,83,84,5.22,MG,1702245090
418,conduaga,8.862,117.4893,25.58,84,61,1.5,PH,1702245140
419,port hedland,-20.3167,118.5667,23.03,25,12,5.66,AU,1702245140
420,andreyevo,55.9465,41.1505,-10.62,93,100,4.82,RU,1702245141
421,severnoye,56.3491,78.3619,-25.01,98,100,2.68,RU,1702245142
422,sungai penuh,-2.0833,101.3833,19.21,99,100,0.49,ID,1702245144
423,villa regina,-39.1,-67.0667,34.43,15,99,2.68,AR,1702245145
424,maintirano,-18.0667,44.0167,27.42,80,27,2.22,MG,1702245146
425,weno,7.4515,151.8468,27.97,78,100,3.6,FM,1702245146
426,champerico,14.3,-91.9167,36.3,69,15,3.56,GT,1702245146
427,sombrio,-29.1139,-49.6167,22.19,97,100,4.03,BR,1702245147
428,abepura,-2.6333,140.5833,25.45,83,20,2.57,ID,1702245147
429,tucupita,9.0622,-62.051,26.43,76,61,2.34,VE,1702245148
430,gadzhiyevo,69.2551,33.3362,-12.33,86,96,8.06,RU,1702245148
431,yarmouth,41.7057,-70.2286,16.26,95,100,5.66,US,1702245149
432,vila velha,-20.3297,-40.2925,24.97,78,75,3.6,BR,1702245150
433,iquique,-20.2208,-70.1431,22.02,67,15,0.99,CL,1702245150
434,timbuktu,16.7735,-3.0074,21.46,18,1,5.2,ML,1702245151
435,barstow heights,34.8697,-117.0562,14.83,11,76,1.92,US,1702245152
436,quirihue,-36.2833,-72.5333,24.15,33,97,3.83,CL,1702244918
437,umm al quwain city,25.5647,55.5552,23.01,50,56,2.83,AE,1702245153
438,mejit,10.2753,170.8646,27.61,74,100,8.9,MH,1702245154
439,termoli,41.9888,14.9895,12.1,76,41,2.38,IT,1702245155
440,fort st. john,56.2499,-120.8529,1.94,55,75,5.66,CA,1702245155
441,santa maria da boa vista,-8.8078,-39.8256,32.07,25,4,4.56,BR,1702245156
442,norton shores,43.1689,-86.2639,2.46,81,100,4.63,US,1702245156
443,praia da vitoria,38.7333,-27.0667,18.2,82,20,5.35,PT,1702244826
444,natal,-5.795,-35.2094,27.36,74,20,5.66,BR,1702245157
445,nabire,-3.3667,135.4833,25.71,80,100,1.14,ID,1702245158
446,kenai,60.5544,-151.2583,-6.03,92,100,13.89,US,1702245159
447,lompoc,34.6391,-120.4579,25.94,38,0,3.09,US,1702245159
448,apatzingan,19.0833,-102.35,30.94,38,100,0.88,MX,1702245051
449,miragoane,18.4423,-73.0876,28.84,66,7,3.11,HT,1702245159
450,koryazhma,61.3143,47.1691,-20.61,86,100,3.9,RU,1702245160
451,san patricio,28.017,-97.5169,17.14,18,0,4.9,US,1702245160
452,tanuku,16.75,81.7,21.33,85,8,1.92,IN,1702245161
453,grand falls-windsor,48.9332,-55.6649,-0.28,82,99,3.01,CA,1702245161
454,thunder bay,48.4001,-89.3168,-3.01,63,75,4.12,CA,1702244944
455,bolobo,-2.1667,16.2333,23.28,91,96,0.28,CD,1702245161
456,praia,14.9215,-23.5087,25.3,69,0,4.63,CV,1702245162
457,shalqar,47.8333,59.6,-15.77,53,0,8.5,KZ,1702245162
458,san carlos,9.6612,-68.5827,29.05,54,22,0.63,VE,1702245162
459,riachao,-7.3619,-46.6172,23.71,89,100,1.13,BR,1702245163
460,khot'kovo,56.257,37.9954,-9.12,94,100,4.5,RU,1702245163
461,tamanrasset,22.785,5.5228,13.95,23,0,2.06,DZ,1702245163
462,barentu,15.1139,37.5928,23.69,42,19,2.59,ER,1702245163
463,araguaina,-7.1911,-48.2072,22.41,87,99,2.87,BR,1702245000
464,rudnyy,52.9594,63.1206,-25.87,98,81,4.09,KZ,1702245164
465,balakirevo,56.5059,38.8432,-9.71,94,100,4.86,RU,1702245164
466,ternate,0.8,127.4,26.85,82,77,2.73,ID,1702244833
467,dryden,49.7833,-92.7503,-5.84,86,100,2.06,CA,1702245165
468,coquimbo,-29.9533,-71.3436,17.85,72,75,4.12,CL,1702245132
469,fortaleza,-3.7227,-38.5247,28.37,75,40,6.17,BR,1702244960
470,kzyltu,53.6364,72.3414,-28.36,98,98,2.1,KZ,1702245111
471,hauterive,46.0901,3.4459,14.42,91,100,3.62,FR,1702245166
472,pisco,-13.7,-76.2167,24.03,64,0,3.6,PE,1702245166
473,yangcun,39.3639,117.0603,-3.01,70,100,2.6,CN,1702245167
474,greymouth,-42.4667,171.2,13.91,62,90,4.04,NZ,1702244900
475,petropavlovsk-kamchatsky,53.0452,158.6483,1.33,95,100,7.0,RU,1702245167
476,el alto,-4.2714,-81.2147,25.81,70,4,7.26,PE,1702245168
477,la huacana,18.9667,-101.8167,29.09,44,100,0.84,MX,1702245168
478,hola,51.5377,23.1902,0.1,98,100,4.6,PL,1702245168
479,tyre,33.2733,35.1939,17.89,53,10,3.04,LB,1702245169
480,bima,-8.4667,118.7167,25.52,94,100,1.44,ID,1702245169
481,malanje,-9.5402,16.341,18.12,97,100,1.59,AO,1702245169
482,black forest,39.0131,-104.7008,8.23,47,0,3.13,US,1702245169
483,suva,-18.1416,178.4415,26.71,61,75,3.6,FJ,1702245170
484,leppavirta,62.4901,27.7826,-12.81,97,93,2.25,FI,1702245170
485,quelimane,-17.8786,36.8883,28.97,83,0,7.2,MZ,1702245170
486,salalah,17.0151,54.0924,24.05,35,0,3.09,OM,1702245170
487,lae,-6.7221,146.9847,26.37,80,96,2.09,PG,1702245171
488,wladyslawowo,54.7909,18.4009,1.63,97,100,7.01,PL,1702245171
489,port blair,11.6667,92.75,26.02,94,20,1.03,IN,1702245171
490,abong mbang,3.9833,13.1833,22.34,80,100,0.3,CM,1702245172
491,drayton valley,53.2168,-114.9854,0.21,71,95,2.49,CA,1702245172
492,kabare,-2.4683,28.8242,17.38,96,100,0.66,CD,1702245172
493,rancho palos verdes,33.7445,-118.387,25.37,29,0,3.13,US,1702245173
494,awjilah,29.1081,21.2869,14.44,62,27,3.38,LY,1702245173
495,gobabis,-22.45,18.9667,22.87,21,0,4.34,NA,1702245173
496,egilsstadir,65.2653,-14.3948,-6.05,100,100,0.51,IS,1702245173
497,pallasovka,50.05,46.8833,-7.91,52,67,5.97,RU,1702245174
498,changzhi,35.2089,111.7386,-1.23,98,98,0.43,CN,1702245174
499,serhiyivka,46.0272,30.3768,5.94,76,100,3.54,UA,1702245174
500,tocopilla,-22.092,-70.1979,20.45,65,85,1.2,CL,1702245174
501,santana do matos,-5.9575,-36.6556,28.38,48,55,8.3,BR,1702245175
502,matoury,4.8483,-52.3317,27.98,78,40,3.09,GF,1702245175
503,kampot,10.6167,104.1833,25.03,88,76,1.15,KH,1702245175
504,irymple,-34.25,142.1667,31.97,28,100,8.41,AU,1702245175
505,nieuw amsterdam,5.8833,-55.0833,29.09,76,40,4.12,SR,1702245176
506,al qadarif,14.0349,35.3834,26.37,24,13,3.69,SD,1702245176
507,urengoy,65.9667,78.3667,-33.29,98,97,2.91,RU,1702245176
508,fomboni,-12.28,43.7425,28.17,82,93,7.93,KM,1702245176
509,akdagmadeni,39.6603,35.8836,3.59,78,98,1.82,TR,1702245177
510,bathsheba,13.2167,-59.5167,27.34,83,40,7.72,BB,1702245177
511,mahina,-17.5065,-149.489,30.87,66,40,3.09,PF,1702245177
512,jiagedaqi,50.4167,124.1167,-26.49,89,2,1.81,CN,1702245178
513,birzai,56.2,24.75,-2.41,94,100,4.75,LT,1702245178
514,christchurch,-43.5333,172.6333,19.67,48,7,5.14,NZ,1702245032
515,jimeta,9.2833,12.4667,24.4,16,0,1.25,NG,1702245178
516,mesyagutovo,55.5303,58.2528,-33.21,100,98,1.24,RU,1702245179
517,palapag,12.5458,125.1147,25.81,87,100,3.34,PH,1702245179
518,fada,9.5667,8.3,20.84,30,7,2.09,NG,1702245179
519,onega,63.9061,38.1404,-13.32,93,100,5.29,RU,1702245179
520,lucapa,-8.4192,20.7447,18.77,97,97,1.33,AO,1702245180
521,borgo val di taro,44.487,9.7658,10.47,92,100,3.13,IT,1702245180
522,antsohihy,-14.8796,47.9875,25.48,91,100,0.75,MG,1702245180
523,mokhsogollokh,61.4681,128.9203,-27.04,87,100,4.78,RU,1702245180
524,sirte,31.2089,16.5887,18.17,75,37,11.21,LY,1702245181
525,kavieng,-2.5744,150.7967,28.08,78,97,3.13,PG,1702245181
526,flekkefjord,58.2971,6.6607,1.64,78,100,10.49,NO,1702245181
527,bandarbeyla,9.4942,50.8122,25.34,74,30,9.52,SO,1702245181
528,padang,-0.9492,100.3543,25.03,92,97,1.14,ID,1702245021
529,badiyah,22.45,58.8,18.41,51,6,1.87,OM,1702245182
530,inarajan village,13.2736,144.7484,28.08,91,66,6.58,GU,1702244828
531,lospalos,-8.5186,127.0025,24.32,84,100,0.61,TL,1702245183
532,swan hill,-35.3378,143.5544,26.67,58,100,8.91,AU,1702245183
533,feijo,-8.1642,-70.3536,28.73,74,88,1.52,BR,1702245184
534,puerto deseado,-47.7503,-65.8938,12.73,67,100,6.47,AR,1702245088
535,morden,49.1919,-98.1014,-5.76,93,70,2.57,CA,1702245184
536,port lincoln,-34.7333,135.8667,16.24,96,100,6.21,AU,1702245185
537,mili,6.0815,171.735,27.79,83,78,7.19,MH,1702245185
538,borodinskiy,53.9986,37.8179,-7.2,94,99,4.9,RU,1702245185
539,suwayr,30.1171,40.3893,17.52,53,98,5.73,SA,1702245186
540,ambon,-3.6954,128.1814,25.08,94,40,1.54,ID,1702245186
541,shohimardon,39.9839,71.8028,-4.57,39,100,3.15,UZ,1702245186
542,houghton,47.1219,-88.569,-1.77,82,99,0.89,US,1702245079
543,floro,61.5996,5.0328,5.54,70,0,2.06,NO,1702245187
544,tabou,4.423,-7.3528,26.69,82,23,3.17,CI,1702245189
545,hongch'on,37.6918,127.8857,7.9,84,100,3.74,KR,1702245189
546,tanda,26.55,82.65,13.54,38,0,2.04,IN,1702245190
547,peniche,39.3558,-9.3811,17.38,93,0,3.92,PT,1702245190
548,katsuren-haebaru,26.3369,127.8719,23.43,91,40,1.54,JP,1702245193
549,coaldale,49.7167,-112.6185,5.34,60,20,10.29,CA,1702245193
550,san juan del sur,11.2529,-85.8705,30.12,79,20,2.06,NI,1702245194
551,as sulayyil,20.4607,45.5779,14.14,26,75,2.58,SA,1702245194
552,california city,35.1258,-117.9859,18.86,14,0,2.57,US,1702245194
553,argo,37.6333,22.7333,10.44,92,100,1.5,GR,1702245195
554,pochinok,54.4068,32.4407,-4.82,96,100,4.14,RU,1702245195
555,petrozavodsk,61.7849,34.3469,-12.49,93,100,3.13,RU,1702245195
556,mach,29.8637,67.3298,12.55,24,0,4.59,PK,1702245196
557,rifle,39.5347,-107.7831,3.39,65,100,0.0,US,1702245196
558,ulaangom,49.9811,92.0667,-27.26,83,54,2.16,MN,1702245197
559,san felice circeo,41.2372,13.0942,11.43,69,32,2.77,IT,1702245198
560,namanga,-2.5433,36.7905,18.6,90,75,2.6,KE,1702245198
561,elgin,42.0373,-88.2812,1.06,79,100,6.17,US,1702245134
